year,month,state,sectorName,customers,price,revenue,sales
2001,1,PA,other,,8.56,121.72468,1422.04319
2001,1,PA,residential,,10.76,1251.3806,11625.58539
2001,1,NV,commercial,,7.34,37.19384,507.0117
2001,1,NV,industrial,,4.95,41.3104,835.01791
2001,1,NV,other,,5.11,2.00851,39.33771
2001,1,NV,residential,,7.55,57.06665,756.177
2001,1,NH,all sectors,,11.77,114.80131,975.7793
2001,1,NH,commercial,,11.01,39.17418,355.88836
2001,1,NH,industrial,,9.48,19.30271,203.59532
2001,1,NH,other,,13.9,1.58702,11.4146
2001,1,NH,residential,,13.52,54.7374,404.88102
2001,1,NJ,all sectors,,9.05,571.11042,6308.5494
2001,1,NJ,commercial,,8.84,252.71348,2858.59426
2001,1,NJ,industrial,,8.27,87.83963,1062.33182
2001,1,NJ,other,,11.53,5.77239,50.07394
2001,1,NJ,residential,,9.62,224.78493,2337.54938
2001,1,NM,all sectors,,6.91,110.75664,1601.85561
2001,1,NM,commercial,,7.1,36.56133,515.02986
2001,1,NM,industrial,,5.93,28.4453,479.97336
2001,1,NM,other,,5.82,7.27222,124.96981
2001,1,NM,residential,,7.98,38.4778,481.88259
2001,1,NY,all sectors,,11.53,1469.53678,12747.77381
2001,1,NY,commercial,,12.7,674.68873,5313.36091
2001,1,NY,industrial,,5.5,112.2119,2041.3948
2001,1,NY,other,,8.44,102.7696,1217.68385
2001,1,NY,residential,,13.89,579.86655,4175.33424
2001,1,NC,all sectors,,6.38,739.91499,11600.78455
2001,1,NC,commercial,,6.07,192.78418,3177.56892
2001,1,NC,industrial,,4.39,118.24679,2694.49793
2001,1,NC,other,,5.96,10.34489,173.69971
2001,1,NC,residential,,7.53,418.53912,5555.01799
2001,1,ND,all sectors,,5.03,48.17154,957.27783
2001,1,ND,commercial,,5.45,15.66954,287.46228
2001,1,ND,industrial,,3.86,8.90443,230.70707
2001,1,ND,other,,3.41,1.53376,44.9598
2001,1,ND,residential,,5.6,22.06381,394.14869
2001,1,OH,all sectors,,6.28,922.14789,14678.14253
2001,1,OH,commercial,,7.61,260.25677,3420.42552
2001,1,OH,industrial,,4.21,233.52834,5543.15456
2001,1,OH,other,,5.7,16.04569,281.60381
2001,1,OH,residential,,7.59,412.31709,5432.95864
2001,1,OK,all sectors,,5.98,255.48524,4270.22928
2001,1,OK,commercial,,6.26,66.05987,1056.00973
2001,1,OK,industrial,,4.75,47.32872,996.76513
2001,1,OK,other,,5.42,12.89559,237.71781
2001,1,OK,residential,,6.53,129.20105,1979.7366
2001,1,OR,all sectors,,5.03,242.55279,4826.70266
2001,1,OR,commercial,,4.96,66.27181,1334.86829
2001,1,OR,industrial,,3.98,52.29801,1314.64528
2001,1,OR,other,,6.52,2.8643,43.93157
2001,1,OR,residential,,5.68,121.11866,2133.25752
2001,1,RI,all sectors,,11.27,71.54902,635.08412
2001,1,RI,commercial,,11.29,29.47492,261.04759
2001,1,RI,industrial,,9.18,10.13497,110.36445
2001,1,RI,other,,18.27,1.13853,6.23033
2001,1,RI,residential,,11.96,30.80059,257.44174
2001,1,SC,all sectors,,6.02,428.96573,7126.32364
2001,1,SC,commercial,,6.55,96.37698,1470.54138
2001,1,SC,industrial,,4.04,101.4887,2509.10979
2001,1,AL,residential,,6.33,206.45926,3263.40254
2001,1,AK,all sectors,,9.97,51.96404,521.03566
2001,1,AK,commercial,,9.7,20.2141,208.49968
2001,1,AK,industrial,,7.05,6.26039,88.7627
2001,1,AK,other,,13.36,2.36091,17.66485
2001,1,AK,residential,,11.22,23.12865,206.10843
2001,1,AZ,all sectors,,6.35,304.10688,4786.79176
2001,1,AZ,commercial,,6.74,108.8381,1613.82729
2001,1,AZ,industrial,,4.64,42.74814,921.86523
2001,1,AZ,other,,4.43,8.34701,188.50998
2001,1,AZ,residential,,6.99,144.17362,2062.58925
2001,1,GA,all sectors,,5.9,647.67015,10979.03329
2001,1,GA,commercial,,6.08,195.75719,3217.33662
2001,1,GA,industrial,,4.1,114.28439,2786.52681
2001,1,GA,other,,7.95,10.72869,134.94105
2001,1,GA,residential,,6.75,326.89989,4840.22881
2001,1,HI,all sectors,,14.56,119.21667,818.66883
2001,1,HI,commercial,,15.36,38.16942,248.54197
2001,1,HI,industrial,,12.05,38.20704,317.15357
2001,1,HI,other,,16.5,0.89046,5.3972
2001,1,HI,residential,,16.94,41.94976,247.57609
2001,1,ID,all sectors,,4.43,89.90277,2028.51282
2001,1,ID,commercial,,4.35,20.87695,480.13418
2001,1,ID,industrial,,3.52,23.61596,671.13909
2001,1,ID,other,,4.27,1.22216,28.61781
2001,1,ID,residential,,5.21,44.1877,848.62174
2001,1,IL,all sectors,,5.87,727.44186,12382.56439
2001,1,IL,commercial,,5.81,214.59817,3692.91148
2001,1,IL,industrial,,4.03,140.6122,3489.34187
2001,1,IL,other,,5.44,50.2425,924.09617
2001,1,IL,residential,,7.53,321.98899,4276.21487
2001,1,IN,all sectors,,5.05,456.65795,9047.41026
2001,1,IN,commercial,,5.03,106.48036,2116.92872
2001,1,IN,industrial,,3.97,138.5138,3488.79521
2001,1,IN,other,,11.75,5.0756,43.18044
2001,1,IN,residential,,6.08,206.58819,3398.50589
2001,1,IA,all sectors,,5.72,194.53694,3401.01828
2001,1,IA,commercial,,6.19,43.86237,708.22581
2001,1,IA,industrial,,3.75,48.9408,1305.22864
2001,1,IA,other,,5.3,10.07937,190.25002
2001,1,IA,residential,,7.66,91.6544,1197.3138
2001,1,KS,all sectors,,5.8,172.30557,2971.60356
2001,1,KS,commercial,,5.7,57.49594,1008.45673
2001,1,KS,industrial,,4.5,37.81355,840.31908
2001,1,KS,other,,8.18,3.06981,37.52753
2001,1,KS,residential,,6.81,73.92627,1085.30021
2001,1,KY,all sectors,,4.13,315.32479,7639.67239
2001,1,KY,commercial,,4.71,64.65377,1373.03105
2001,1,KY,industrial,,2.91,89.22645,3071.35986
2001,1,KY,other,,4.08,11.20027,274.69848
2001,1,KY,residential,,5.14,150.2443,2920.583
2001,1,LA,all sectors,,7.37,484.37397,6571.66656
2001,1,AR,all sectors,,5.69,216.58535,3804.21013
2001,1,AR,commercial,,5.72,45.41055,794.06344
2001,1,AR,industrial,,4.19,55.71636,1330.88312
2001,1,AR,other,,6.67,4.01259,60.19839
2001,1,AR,residential,,6.88,111.44586,1619.06519
2001,1,CA,all sectors,,8.71,1893.25678,21744.31668
2001,1,CA,commercial,,9.28,720.72952,7765.88946
2001,1,CA,industrial,,5.75,334.32024,5815.77103
2001,1,CA,other,,5.42,50.20042,926.72194
2001,1,CA,residential,,10.89,788.0066,7235.93425
2001,1,CO,all sectors,,5.55,214.82303,3867.27174
2001,1,CO,commercial,,5.16,76.13333,1476.36297
2001,1,CO,industrial,,4.19,37.42914,893.35567
2001,1,CO,other,,7.71,5.90015,76.52169
2001,1,CO,residential,,6.71,95.36042,1421.03141
2001,1,CT,all sectors,,9.76,269.39763,2760.24072
2001,1,CT,commercial,,9.19,96.53082,1050.26866
2001,1,CT,industrial,,8.09,29.18757,360.79377
2001,1,CT,other,,9.22,4.57178,49.60879
2001,1,CT,residential,,10.7,139.10746,1299.56949
2001,1,DE,all sectors,,6.11,65.22867,1067.79872
2001,1,DE,commercial,,6.45,20.2901,314.41618
2001,1,DE,industrial,,3.69,12.2123,330.85818
2001,1,DE,other,,17.43,1.02385,5.87508
2001,1,DE,residential,,7.61,31.70242,416.64928
2001,1,DC,all sectors,,6.35,58.60901,923.28395
2001,1,DC,commercial,,6.12,41.14155,671.94112
2001,1,DC,industrial,,4.27,0.89879,21.05879
2001,1,DC,other,,7.4,2.18266,29.48992
2001,1,DC,residential,,7.16,14.386,200.79412
2001,1,FL,all sectors,,7.43,1365.74672,18376.60789
2001,1,FL,commercial,,6.84,396.16834,5791.48566
2001,1,FL,industrial,,5.12,86.08684,1682.91931
2001,1,FL,other,,7.3,32.43613,444.28775
2001,1,FL,residential,,8.14,851.05541,10457.91516
2001,1,LA,commercial,,8.15,117.06672,1437.23537
2001,1,LA,industrial,,6.21,153.43791,2469.79927
2001,1,IL,all sectors,,6.05,3063.61797,50657.72805
2001,1,IL,commercial,,6.53,893.15179,13687.3745
2001,1,IL,industrial,,4.28,739.87929,17290.38928
2001,1,IL,other,,6.01,84.0648,1399.07788
2001,1,IL,residential,,7.37,1346.5221,18280.88639
2001,1,MO,all sectors,,5.43,1224.08282,22533.46497
2001,1,MO,commercial,,5.3,383.56453,7238.44187
2001,1,MO,industrial,,4.06,233.20292,5747.70275
2001,1,MO,other,,5.55,33.16287,597.18974
2001,1,MO,residential,,6.42,574.1525,8950.13061
2001,1,FL,all sectors,,6.37,4366.4192,68544.00539
2001,1,FL,commercial,,6.17,1238.83749,20092.66571
2001,1,FL,industrial,,4.26,574.0868,13464.73649
2001,1,FL,other,,6.05,111.92739,1848.90126
2001,1,FL,residential,,7.37,2441.56752,33137.70193
2001,1,AL,all sectors,,5.23,1496.12294,28598.00671
2001,1,AL,commercial,,5.99,346.51166,5780.94628
2001,1,AL,industrial,,3.78,368.22051,9753.57927
2001,1,AL,other,,5.77,28.3863,491.9707
2001,1,AL,residential,,5.99,753.00447,12571.51046
2001,1,TX,all sectors,,6.77,2860.25696,42229.87484
2001,1,TX,commercial,,7.43,766.19229,10314.12623
2001,1,TX,industrial,,5.2,664.24096,12766.45295
2001,1,TX,other,,6.95,115.25509,1658.87424
2001,1,TX,residential,,7.52,1314.56863,17490.42143
2001,1,CO,all sectors,,5.67,1063.38024,18752.15536
2001,1,CO,commercial,,5.9,344.904,5846.07903
2001,1,CO,industrial,,4.18,229.41675,5490.18787
2001,1,CO,other,,5.31,30.24798,569.87616
2001,1,CO,residential,,6.7,458.81151,6846.01229
2001,1,PA,all sectors,,7.68,976.21567,12706.26892
2001,1,PA,commercial,,7.99,291.34474,3646.72952
2001,1,PA,industrial,,5.93,224.95912,3792.55225
2001,1,PA,other,,8.54,13.1827,154.28539
2001,1,PA,residential,,8.74,446.72912,5112.70176
2001,2,MD,industrial,,4.29,32.56951,759.4911
2001,2,MD,other,,9.06,6.33583,69.9669
2001,2,MD,residential,,6.88,152.39003,2214.30927
2001,2,MA,all sectors,,10.93,458.52448,4195.08441
2001,2,MA,commercial,,10.94,200.98059,1837.95558
2001,2,MA,industrial,,8.67,70.38907,812.01936
2001,2,MA,other,,14.36,7.62799,53.12251
2001,2,MA,residential,,12.03,179.52683,1491.98696
2001,2,MI,all sectors,,6.91,547.81756,7930.55347
2001,2,MI,commercial,,7.69,195.25106,2538.664
2001,2,MI,industrial,,5.03,140.7544,2799.64804
2001,2,MI,other,,9.85,7.81043,79.27595
2001,2,MI,residential,,8.12,204.00166,2512.96548
2001,2,MN,all sectors,,5.83,280.06642,4806.27492
2001,2,MN,commercial,,5.5,87.98471,1598.45414
2001,2,MN,industrial,,4.57,69.67085,1523.26924
2001,2,AL,all sectors,,5.31,321.06715,6041.02574
2001,2,AL,commercial,,6.44,86.66003,1346.03779
2001,2,AL,industrial,,3.56,90.05634,2532.0799
2001,2,AL,other,,7.08,3.7564,53.09377
2001,2,AL,residential,,6.66,140.59438,2109.81427
2001,2,AK,all sectors,,9.92,48.19988,486.09655
2001,2,AK,commercial,,9.85,19.43119,197.24072
2001,2,AK,industrial,,7.23,6.39845,88.51677
2001,2,AK,other,,9.57,2.38173,24.89563
2001,2,AK,residential,,11.39,19.98851,175.44344
2001,2,AZ,all sectors,,6.48,286.06639,4416.00228
2001,2,AZ,commercial,,6.74,107.24889,1591.77657
2001,2,AZ,industrial,,5.02,42.73507,851.25902
2001,2,AZ,other,,4.63,8.47019,182.9423
2001,2,AZ,residential,,7.13,127.61224,1790.02439
2001,2,AR,all sectors,,5.6,182.31163,3256.8653
2001,2,AR,commercial,,5.97,36.87615,617.53205
2001,2,AR,industrial,,4.05,55.48373,1370.83302
2001,2,AR,other,,6.68,3.52537,52.75073
2001,2,AR,residential,,7.11,86.42638,1215.74951
2001,2,CA,all sectors,,9.63,1762.30306,18305.55916
2001,2,CA,commercial,,10.01,664.51874,6637.41325
2001,2,CA,industrial,,7.7,363.17658,4715.79261
2001,2,CA,other,,6.28,51.92137,826.17994
2001,2,CA,residential,,11.14,682.68637,6126.17336
2001,2,CO,all sectors,,5.79,197.57204,3410.23549
2001,2,CO,commercial,,5.49,73.26856,1335.39267
2001,2,CO,industrial,,4.22,35.71778,846.07664
2001,2,CO,other,,8.17,5.77765,70.73
2001,2,CO,residential,,7.15,82.80805,1158.03618
2001,2,CT,all sectors,,9.06,220.9128,2438.15362
2001,2,CT,commercial,,8.73,79.75767,913.62427
2001,2,CT,industrial,,7.25,35.85888,494.46504
2001,2,CT,other,,10.08,4.49471,44.59551
2001,2,CT,residential,,10.23,100.80153,985.46879
2001,2,DE,all sectors,,5.38,56.96008,1059.00703
2001,2,DE,commercial,,5.78,17.42352,301.46492
2001,2,DE,industrial,,2.88,11.59511,403.21731
2001,2,DE,other,,15.47,0.61154,3.95346
2001,2,DE,residential,,7.8,27.32992,350.37135
2001,2,DC,all sectors,,6.53,53.72435,823.31425
2001,2,DC,commercial,,6.45,40.11539,621.92441
2001,2,DC,industrial,,4.35,0.85159,19.56381
2001,2,MN,other,,7.34,4.17398,56.8362
2001,2,MN,residential,,7.26,118.23688,1627.71533
2001,2,MS,all sectors,,5.84,196.50181,3366.08077
2001,2,MS,commercial,,6.67,54.44084,816.69888
2001,2,MS,industrial,,4.2,49.88066,1187.46241
2001,2,MS,other,,8.44,5.24083,62.12141
2001,2,MS,residential,,6.69,86.93948,1299.79807
2001,2,MO,all sectors,,5.35,320.07028,5980.7014
2001,2,MO,commercial,,5.15,102.11064,1982.83498
2001,2,MO,industrial,,3.89,46.20046,1187.53732
2001,2,MO,other,,6.07,5.06731,83.44686
2001,2,MO,residential,,6.11,166.69187,2726.88224
2001,2,MT,all sectors,,7.16,72.11128,1007.80023
2001,2,MT,commercial,,6,19.07543,317.73127
2001,2,MT,industrial,,9.32,26.96689,289.22926
2001,2,MT,other,,7.19,1.90165,26.46293
2001,2,MT,residential,,6.46,24.1673,374.37676
2001,2,NE,all sectors,,4.95,99.06459,2002.3435
2001,2,NE,commercial,,5.1,28.43148,557.75772
2001,2,NE,industrial,,3.74,21.36679,570.91095
2001,2,NE,other,,5.95,6.09958,102.51616
2001,2,NE,residential,,5.6,43.16673,771.15867
2001,2,NV,all sectors,,6.42,120.87018,1883.84015
2001,2,NV,commercial,,7.25,32.68382,450.97431
2001,2,NV,industrial,,4.85,37.87784,781.42791
2001,2,NV,other,,5.14,2.47689,48.2326
2001,2,NV,residential,,7.93,47.83164,603.20533
2001,2,NH,all sectors,,11.31,95.38845,843.22505
2001,2,NH,commercial,,11.08,32.52519,293.64725
2001,2,NH,industrial,,8.99,19.73093,219.44576
2001,2,NH,other,,14.39,1.58327,11.0001
2001,2,NH,residential,,13.02,41.54905,319.13194
2001,2,NJ,all sectors,,8.77,497.23379,5669.27019
2001,2,NJ,commercial,,8.54,223.19621,2613.8159
2001,2,NJ,industrial,,8.11,80.83203,996.94736
2001,2,NJ,other,,11.35,4.97568,43.85465
2001,2,NJ,residential,,9.34,188.22987,2014.65228
2001,2,NM,all sectors,,6.99,102.61477,1467.42359
2001,2,NM,commercial,,7.15,34.83779,486.90235
2001,2,NM,industrial,,6.06,26.90167,444.12818
2001,2,NM,other,,6.13,6.80876,111.08732
2001,2,NM,residential,,8.01,34.06655,425.30575
2001,2,NY,all sectors,,11.17,1342.68513,12017.39501
2001,2,NY,commercial,,12.31,595.16861,4835.57347
2001,2,NY,industrial,,5.72,133.34221,2331.43616
2001,2,NY,other,,8.57,98.42067,1148.71112
2001,2,NY,residential,,13.93,515.75364,3701.67426
2001,2,NC,all sectors,,6.56,625.07312,9524.66093
2001,2,NC,commercial,,6.51,180.8178,2778.6753
2001,2,NC,industrial,,4.6,111.49079,2422.95019
2001,2,NC,other,,6.12,11.42477,186.57519
2001,2,NC,residential,,7.77,321.33976,4136.46025
2001,2,ND,all sectors,,5.28,48.38309,917.16253
2001,2,ND,commercial,,5.73,15.65539,273.10746
2001,2,ND,industrial,,4.15,8.81296,212.48374
2001,2,ND,other,,3.64,1.55343,42.64248
2001,2,ND,residential,,5.75,22.36132,388.92886
2001,2,OH,all sectors,,6.36,841.805,13229.09975
2001,2,OH,commercial,,8.58,257.82368,3005.61322
2001,2,OH,industrial,,4.19,247.10707,5893.52911
2001,2,OH,other,,6.71,21.3415,318.17886
2001,2,OH,residential,,7.87,315.53275,4011.77856
2001,2,OK,all sectors,,5.83,211.36005,3625.49366
2001,2,OK,commercial,,6.07,57.17249,941.70873
2001,2,OK,industrial,,4.83,49.43795,1022.85267
2001,2,OK,other,,3.35,7.37744,219.95826
2001,2,OK,residential,,6.76,97.37216,1440.97401
2001,2,OR,all sectors,,5.02,223.73423,4459.20011
2001,2,OR,commercial,,5.12,63.82254,1245.79974
2001,2,OR,industrial,,3.7,48.06906,1298.41995
2001,2,OR,other,,7.08,2.85252,40.27802
2001,2,IL,industrial,,4.2,759.56746,18073.47113
2001,2,IL,other,,6.95,94.50808,1359.47698
2001,2,IL,residential,,7.77,1092.81172,14070.0265
2001,2,MO,all sectors,,5.59,1128.77967,20180.91477
2001,2,MO,commercial,,5.57,346.78512,6221.47618
2001,2,MO,industrial,,4.14,236.33739,5702.55191
2001,2,MO,other,,5.85,31.00836,530.34601
2001,2,MO,residential,,6.66,514.6488,7726.54067
2001,2,FL,all sectors,,6.46,3677.14129,56924.13518
2001,2,FL,commercial,,6.47,1147.03826,17719.17365
2001,2,OR,residential,,5.81,108.9901,1874.70239
2001,2,PA,all sectors,,7.46,884.13154,11844.50765
2001,2,PA,commercial,,8.3,276.64906,3332.34158
2001,2,PA,industrial,,5.21,221.40235,4247.32552
2001,2,PA,other,,10.5,13.74334,130.89691
2001,2,PA,residential,,9.01,372.33679,4133.94364
2001,2,RI,all sectors,,11.34,66.7149,588.40231
2001,2,RI,commercial,,11.54,29.55918,256.11215
2001,2,RI,industrial,,9.26,9.6883,104.67049
2001,2,RI,other,,13.16,1.21973,9.26625
2001,2,RI,residential,,12.02,26.24769,218.35343
2001,2,SC,all sectors,,5.76,354.46572,6151.32286
2001,2,SC,commercial,,6.57,86.98277,1324.08167
2001,2,SC,industrial,,3.88,100.24686,2585.77722
2001,2,SC,other,,6.66,4.79335,71.95356
2001,2,SC,residential,,7.49,162.44273,2169.51041
2001,2,SD,all sectors,,6.1,45.5678,746.73423
2001,2,SD,commercial,,6.38,15.46437,242.46989
2001,2,SD,industrial,,4.49,5.49994,122.47314
2001,2,SD,other,,3.61,1.37533,38.10345
2001,2,SD,residential,,6.76,23.22816,343.68776
2001,2,TN,all sectors,,5.51,459.74779,8344.77047
2001,2,TN,commercial,,6.3,131.71022,2089.16058
2001,2,TN,industrial,,3.8,100.28619,2637.20078
2001,2,TN,other,,8.87,8.00761,90.26802
2001,2,TN,residential,,6.23,219.74378,3528.1411
2001,2,TX,all sectors,,6.91,1670.53639,24170.79092
2001,2,TX,commercial,,7.61,481.20938,6321.75567
2001,2,TX,industrial,,5.11,410.57302,8042.37599
2001,2,TX,other,,7.28,76.51344,1051.34952
2001,2,TX,residential,,8.02,702.24056,8755.30975
2001,2,UT,all sectors,,5.26,95.11455,1807.57026
2001,2,UT,commercial,,5.63,34.7007,616.35297
2001,2,UT,industrial,,3.51,20.72558,591.02041
2001,2,UT,other,,4.83,3.13612,64.93447
2001,2,UT,residential,,6.83,36.55216,535.26241
2001,2,FL,industrial,,4.21,540.22489,12832.5723
2001,2,FL,other,,6.5,110.54202,1700.08036
2001,2,FL,residential,,7.62,1879.33612,24672.30887
2001,2,AL,all sectors,,5.18,1244.64404,24049.20587
2001,2,AL,commercial,,6.25,325.54803,5212.78553
2001,2,AL,industrial,,3.52,330.3791,9397.05452
2001,2,AL,other,,6.16,27.68433,449.37216
2001,2,AL,residential,,6.24,561.03258,8989.99367
2001,2,TX,all sectors,,6.85,2523.52013,36854.14972
2001,2,TX,commercial,,7.49,686.44387,9162.50309
2001,2,TX,industrial,,5.32,685.6828,12892.94748
2001,2,TX,other,,6.99,106.07196,1516.76367
2001,2,TX,residential,,7.87,1045.32149,13281.93549
2001,2,CO,all sectors,,5.94,1001.97976,16863.38072
2001,2,CO,commercial,,6.1,332.59027,5456.21492
2001,2,CO,industrial,,4.64,233.83838,5040.04564
2001,2,VT,all sectors,,11.12,52.94699,476.13472
2001,2,VT,commercial,,11.67,17.92937,153.59024
2001,2,VT,industrial,,8.35,11.02585,132.00154
2001,2,VT,other,,15.78,0.55101,3.49181
2001,2,VT,residential,,12.53,23.44077,187.05113
2001,2,VA,all sectors,,6.03,471.27668,7819.86857
2001,2,VA,commercial,,5.71,122.54149,2145.33896
2001,2,VA,industrial,,4.09,61.81802,1511.77579
2001,2,VA,other,,5.43,43.14307,794.06009
2001,2,VA,residential,,7.24,243.77411,3368.69372
2001,2,WA,all sectors,,5.11,424.88935,8316.93582
2001,2,WA,commercial,,5.44,119.42661,2195.18622
2001,2,WA,industrial,,4.19,95.01612,2270.10291
2001,2,WA,other,,4.86,14.1727,291.36243
2001,2,WA,residential,,5.51,196.27392,3560.28426
2001,2,WV,all sectors,,4.99,120.21893,2411.13253
2001,2,WV,commercial,,5.45,29.49708,541.23074
2001,2,WV,industrial,,3.48,30.4636,874.89811
2001,2,WV,other,,10.08,0.65097,6.46069
2001,2,WV,residential,,6.03,59.60727,988.54299
2001,2,WI,all sectors,,5.98,312.62219,5229.47437
2001,2,WI,commercial,,6.18,93.10608,1507.01838
2001,2,WI,industrial,,4.32,85.03223,1969.90163
2001,2,WI,other,,7.82,4.52401,57.88608
2001,2,WI,residential,,7.67,129.95988,1694.66828
